Name,Hispanic,API,Black,AIAN,White,race,freq
barends,0.0105,0.0346,0.0059,0.0002,0.9487,White,0.00003
gundy,0.0071,0.0018,0.0992,0.0015,0.8895,White,0.00003
horwood,0.0009,0.0019,0.0026,0.0001,0.9945,White,0.00003
kearsley,0.0047,0.0014,0.004,0.0002,0.9888,White,0.00003
farnworth,0.0011,0.0005,0.0007,0.0006,0.9971,White,0.00003
dryburgh,0.004,0.0102,0.0009,0.0052,0.9797,White,0.00003
ayley,0.0153,0.0166,0.0489,0.0003,0.9186,White,0.00003
altham,0.013,0.01,0.0686,0.0003,0.9079,White,0.00003
bruggs,0.0506,0.0006,0.0148,0,0.934,White,0.00003
coldrick,0.0008,0.0007,0.0006,0,0.998,White,0.00003
corne,0.0046,0.0007,0.0013,0.0003,0.9921,White,0.00003
croston,0.0015,0.0051,0.0683,0.0019,0.9222,White,0.00003
northcott,0.0059,0.0027,0.0048,0.0017,0.9845,White,0.00003
mitchinson,0.0001,0.0001,0.0002,0,0.9996,White,0.00003
patmore,0.002,0.0006,0.0026,0.0006,0.9938,White,0.00003
leacy,0.0002,0.0001,0.0005,0,0.9992,White,0.00003
messan,0,0,0.0079,0,0.9921,White,0.00003
tedd,0.0016,0.0009,0.1293,0,0.8682,White,0.00003
wilmers,0.005,0.0116,0.0088,0.0003,0.9743,White,0.00003
malas,0.0034,0.004,0.001,0.0002,0.9877,White,0.00003
lunney,0.001,0.0041,0.011,0,0.9835,White,0.00003
ringwood,0.0041,0.002,0.0862,0.0003,0.9072,White,0.00003
dogherty,0.0179,0.0149,0.0159,0.0006,0.9503,White,0.00003
dalley,0.0054,0.0097,0.037,0.0041,0.9425,White,0.00003
carnell,0.0009,0.0002,0.0923,0.0029,0.9033,White,0.00003
chalcroft,0.019,0.0143,0.0124,0.0006,0.9534,White,0.00003
ayliffe,0.0023,0.0002,0.0002,0,0.9973,White,0.00003
baldam,0.0621,0.0218,0.0249,0.0009,0.89,White,0.00003
froy,0.5602,0.0169,0.0004,0.0001,0.4224,Hispanic,0.00003
dryden,0.0044,0.0011,0.0126,0.0013,0.9802,White,0.00003
endroe,0.0217,0.2768,0.0362,0,0.6653,White,0.00003
kearton,0.0174,0.0144,0.0138,0.0006,0.9535,White,0.00003
knighton,0.0023,0.0023,0.1828,0.0005,0.8116,White,0.00003
hollinshead,0.0019,0.0003,0.3498,0.0004,0.6475,White,0.00003
vinicombe,0.0188,0.0155,0.0182,0.0006,0.9466,White,0.00003
rosenberg,0.0196,0.0043,0.0015,0.0009,0.9731,White,0.00003
sledge,0.0014,0.0009,0.146,0.0007,0.8501,White,0.00003
kinnersley,0.0063,0.014,0.0022,0.0025,0.9743,White,0.00003
exon,0.0593,0.0085,0.0522,0.0009,0.8784,White,0.00003
gormely,0.0045,0.0037,0.0023,0.0004,0.9888,White,0.00003
beardsley,0.0022,0.0014,0.0012,0.0013,0.9935,White,0.00003
buglass,0.0021,0.0004,0.0004,0,0.997,White,0.00003
crosthwaite,0.064,0.0044,0.001,0.0016,0.9287,White,0.00003
murch,0.0023,0.0028,0.0007,0.0002,0.9938,White,0.00003
oldland,0.0034,0.004,0.0025,0.0004,0.9896,White,0.00003
ratcliff,0.0062,0.003,0.1136,0.0005,0.8762,White,0.00003
pennicott,0.0165,0.0142,0.0124,0.0006,0.956,White,0.00003
lidster,0.0084,0.009,0.0009,0.0017,0.9796,White,0.00003
mcwee,0.0175,0.0148,0.0145,0.0006,0.9522,White,0.00003
mcclune,0.0044,0.0008,0.0057,0.0001,0.9882,White,0.00003
simmen,0.0008,0.0117,0.0021,0.0001,0.9848,White,0.00003
tolmay,0.0181,0.0154,0.2622,0.0007,0.7033,White,0.00003
strefford,0.0163,0.014,0.0121,0.0006,0.9568,White,0.00003
mcbain,0.0038,0.003,0.0037,0.0004,0.9888,White,0.00003
mckeer,0.0163,0.014,0.0121,0.0006,0.9568,White,0.00003
macaskill,0.0014,0.0036,0.0009,0.0001,0.9937,White,0.00003
poyner,0.0066,0.0032,0.0196,0.0006,0.9694,White,0.00003
riddick,0.0033,0.004,0.5155,0.0015,0.4741,Black,0.00003
obree,0.0173,0.0147,0.0144,0.0006,0.9527,White,0.00003
owings,0.0036,0.0029,0.0053,0.001,0.9868,White,0.00003
moylan,0.0017,0.0018,0.0007,0.0003,0.9953,White,0.00003
cadge,0.0134,0.0127,0.0643,0.0003,0.9091,White,0.00003
casserly,0.0054,0.0049,0.0048,0,0.9846,White,0.00003
connal,0.0099,0.0016,0.003,0.0001,0.985,White,0.00003
aldren,0.6464,0.0154,0.0004,0,0.3377,Hispanic,0.00003
barns,0.0115,0.0061,0.062,0,0.9203,White,0.00003
brandham,0.0165,0.0141,0.014,0.0006,0.9545,White,0.00003
dumay,0.001,0.0034,0.0083,0,0.987,White,0.00003
kennell,0.0005,0.0005,0.0469,0.0009,0.9506,White,0.00003
heighton,0.0033,0.0078,0.0011,0.0002,0.9876,White,0.00003
hartmann,0.0018,0.0013,0.001,0.0003,0.9953,White,0.00003
kampfner,0.1393,0.0289,0.0249,0.0013,0.805,White,0.00003
duwell,0.0035,0.0042,0.0074,0.0005,0.9833,White,0.00003
gaffin,0.0027,0.001,0.0248,0.0001,0.971,White,0.00003
gossman,0.0031,0.0016,0.0029,0.0004,0.9918,White,0.00003
atherstone,0.0082,0.0074,0.0322,0.0002,0.9518,White,0.00003
anakin,0.0598,0.0996,0.0225,0,0.818,White,0.00003
couldwell,0.0169,0.0144,0.0198,0.0006,0.948,White,0.00003
darlow,0.0221,0.0069,0.0027,0.0015,0.9664,White,0.00003
dorey,0.0045,0.0008,0.007,0.0018,0.9857,White,0.00003
mulligun,0.0019,0.0283,0.4605,0,0.5093,White,0.00003
linn,0.0023,0.011,0.0011,0.0012,0.984,White,0.00003
linney,0.0127,0.0041,0.078,0.0014,0.903,White,0.00003
mcenroe,0.0132,0.0279,0.0004,0.0002,0.9576,White,0.00003
standing,0.0003,0.0018,0.001,0.1031,0.8934,White,0.00003
loxton,0.0007,0.0009,0.0034,0.0001,0.9947,White,0.00003
ridler,0.0018,0.0041,0.015,0.0006,0.9785,White,0.00003
prowse,0.0111,0.0025,0.0005,0.0004,0.9849,White,0.00003
newill,0.0079,0.0012,0.0067,0.0001,0.9832,White,0.00003
mordant,0.0052,0.0042,0.0037,0.0002,0.9866,White,0.00003
minogue,0.0065,0.0284,0.0008,0.0003,0.9636,White,0.00003
depter,0.0211,0.0114,0.0886,0,0.8789,White,0.00003
crosstley,0.0034,0.001,0.0229,0,0.9727,White,0.00003
burley,0.0008,0.0013,0.1228,0.0017,0.8728,White,0.00003
burnish,0.0186,0.0158,0.0132,0.0006,0.9515,White,0.00003
hambleton,0.0011,0.0021,0.0043,0.0037,0.9884,White,0.00003
garratty,0.0172,0.0141,0.0122,0.0006,0.9556,White,0.00003
dury,0.0004,0.0013,0.0106,0,0.9876,White,0.00003
ellam,0.0032,0.0264,0.5065,0.0015,0.4621,Black,0.00003
fosse,0.0042,0.0012,0.0007,0.0002,0.9935,White,0.00003
hitch,0.0012,0.0025,0.017,0.0044,0.9742,White,0.00003
hawkesworth,0.0064,0.0166,0.0235,0.0002,0.9525,White,0.00003
fowley,0.0045,0.0095,0.0178,0.0003,0.9663,White,0.00003
eccott,0.0163,0.014,0.0121,0.0006,0.9568,White,0.00003
furnish,0.0048,0.0129,0.0035,0.0002,0.9783,White,0.00003
branston,0.0018,0.0029,0.0095,0.0001,0.9856,White,0.00003
bosman,0.0004,0.0048,0.1181,0,0.8767,White,0.00003
caygill,0.003,0.0021,0.0005,0,0.9943,White,0.00003
daglish,0.0003,0.0003,0.1031,0,0.8962,White,0.00003
pruce,0.0023,0.0027,0.0172,0.0016,0.9758,White,0.00003
remmer,0.0068,0.0018,0.0188,0.0001,0.9723,White,0.00003
laybourn,0.0095,0.0135,0.0013,0.0026,0.9725,White,0.00003
mattera,0.0051,0.0012,0.0002,0.0001,0.9932,White,0.00003
mccooey,0.0041,0.0107,0.0031,0.0002,0.9813,White,0.00003
skerratt,0.0171,0.0146,0.0144,0.0006,0.953,White,0.00003
scot,0.0024,0.0018,0.1021,0,0.8937,White,0.00003
syder,0.0081,0.0084,0.2075,0.0003,0.7756,White,0.00003
casely,0.0097,0.0073,0.1622,0.0003,0.8203,White,0.00003
bays,0.0009,0.0028,0.0096,0.0012,0.985,White,0.00003
emmery,0.0153,0.0103,0.0148,0.0004,0.9589,White,0.00003
emberson,0.0021,0.0036,0.0066,0.0023,0.9848,White,0.00003
holcroft,0.0148,0.016,0.0015,0.0031,0.9638,White,0.00003
haycocks,0.0169,0.0144,0.018,0.0006,0.9498,White,0.00003
woolstencroft,0.0166,0.0144,0.0131,0.0006,0.9549,White,0.00003
vines,0.0096,0.0065,0.2147,0.0006,0.7682,White,0.00003
tyman,0.0012,0.0146,0.0143,0.0015,0.9668,White,0.00003
stepney,0.0104,0.007,0.5618,0.0012,0.4169,Black,0.00003
sommer,0.0018,0.0009,0.0011,0.0015,0.9946,White,0.00003
silburne,0.2517,0.0012,0.007,0,0.74,White,0.00003
macrory,0.0171,0.0145,0.0135,0.0006,0.9539,White,0.00003
pickup,0.0006,0.0157,0.0003,0.0204,0.9627,White,0.00003
hannums,0.0258,0.02,0.0349,0.0007,0.9183,White,0.00003
jebson,0.0303,0.0346,0.0086,0.0038,0.9224,White,0.00003
gawley,0.0048,0.0025,0.0036,0.0003,0.9888,White,0.00003
frederick,0.0035,0.0032,0.0539,0.0019,0.937,White,0.00003
asom,0.0083,0.0089,0.036,0.0002,0.9464,White,0.00003
blackstone,0.0045,0.0009,0.0307,0.0012,0.9621,White,0.00003
clemmey,0.0172,0.0149,0.0146,0.0006,0.9525,White,0.00003
chandley,0.0062,0.021,0.0089,0.0001,0.9636,White,0.00003
crofte,0.0013,0.0001,0.0063,0,0.9923,White,0.00003
donahue,0.0019,0.002,0.0119,0.0021,0.9816,White,0.00003
pelham,0.0011,0.0015,0.0621,0.0005,0.9341,White,0.00003
robbinson,0.0131,0.0018,0.403,0.0003,0.5812,White,0.00003
pycroft,0.0008,0.0007,0.0006,0,0.9978,White,0.00003
nutman,0.0173,0.0144,0.0138,0.0006,0.9536,White,0.00003
marren,0.019,0.0059,0.0038,0.0001,0.9711,White,0.00003
lipscombe,0.007,0.003,0.0754,0.0016,0.9116,White,0.00003
mcphilemy,0.0171,0.0147,0.0144,0.0006,0.9529,White,0.00003
sobey,0.0087,0.0031,0.0016,0.001,0.9855,White,0.00003
suggur,0.0051,0.4593,0.0193,0,0.5162,White,0.00003
swindles,0.0171,0.0145,0.0146,0.0006,0.9528,White,0.00003
trennery,0.0163,0.014,0.0121,0.0006,0.9568,White,0.00003
westhead,0.0033,0.0013,0.015,0.0013,0.9788,White,0.00003
wyman,0.0015,0.0079,0.0095,0.002,0.9787,White,0.00003
titmarsh,0.0163,0.014,0.0267,0.0006,0.942,White,0.00003
storm,0.0019,0.0015,0.0018,0.004,0.9903,White,0.00003
plunkett,0.006,0.0091,0.029,0.0004,0.9551,White,0.00003
binks,0.0035,0.003,0.017,0.0001,0.9764,White,0.00003
breckon,0.0003,0.0014,0.0007,0.0001,0.9973,White,0.00003
gidley,0.0018,0.0006,0.0017,0.0001,0.9957,White,0.00003
farnsworth,0.0021,0.0006,0.0008,0.0005,0.9958,White,0.00003
eatherington,0.0175,0.0141,0.0122,0.0006,0.9552,White,0.00003
kilshaw,0.0167,0.0143,0.0126,0.0006,0.9556,White,0.00003
hedger,0.0073,0.0033,0.0155,0.0003,0.9731,White,0.00003
grumley,0.0057,0.014,0.0182,0.0027,0.958,White,0.00003
cutting,0.001,0.0014,0.0169,0.0005,0.9798,White,0.00003
calthorpe,0.016,0.0087,0.1308,0.0003,0.8441,White,0.00003
ricard,0.0365,0.002,0.0931,0.0006,0.8662,White,0.00003
mulder,0.0029,0.0066,0.0042,0.0006,0.9854,White,0.00003
medlam,0.0171,0.0147,0.0149,0.0006,0.9523,White,0.00003
staley,0.002,0.001,0.0465,0.0012,0.9488,White,0.00003
stallard,0.0022,0.0024,0.0193,0.0004,0.9755,White,0.00003
shailes,0.0156,0.0558,0.0116,0.0006,0.9162,White,0.00003
sirling,0.055,0.0504,0.0941,0,0.8005,White,0.00003
winnett,0.0016,0.0013,0.0127,0.0016,0.9824,White,0.00003
whinham,0.0163,0.014,0.0121,0.0006,0.9568,White,0.00003
wakley,0.0117,0.009,0.0073,0.0018,0.9694,White,0.00003
seemley,0.0018,0.02,0.0203,0,0.958,White,0.00003
mccay,0.0007,0.0005,0.0073,0.0017,0.9895,White,0.00003
carsley,0.0061,0.0105,0.0069,0.0001,0.9758,White,0.00003
clapp,0.0015,0.0015,0.0066,0.0015,0.9886,White,0.00003
cogman,0.0184,0.0417,0.5499,0.0011,0.3871,Black,0.00003
cowen,0.0026,0.0045,0.0079,0.0009,0.9835,White,0.00003
blackstock,0.0027,0.0016,0.0632,0.0003,0.9318,White,0.00003
anley,0.0115,0.0138,0.4114,0.0005,0.5622,White,0.00003
halbert,0.0037,0.0052,0.0464,0.0058,0.9385,White,0.00003
hallers,0.0326,0.0195,0.0272,0.0007,0.9196,White,0.00003
finbow,0.0165,0.0141,0.0134,0.0006,0.9551,White,0.00003
eglin,0.0063,0.0036,0.0613,0.0005,0.928,White,0.00003
havers,0.0025,0.0015,0.0089,0.0001,0.9866,White,0.00003
hollaway,0.006,0.0137,0.1058,0.0008,0.873,White,0.00003
kenneford,0.0163,0.014,0.0121,0.0006,0.9568,White,0.00003
hendrie,0.0063,0.065,0.0133,0.0002,0.9151,White,0.00003
glasser,0.0009,0.0024,0.0003,0.0002,0.9958,White,0.00003
alker,0.0024,0.0072,0.0039,0.001,0.9854,White,0.00003
bevington,0.0041,0.0024,0.0033,0.0003,0.9897,White,0.00003
bottle,0.0029,0.0126,0.0638,0.0017,0.9174,White,0.00003
brombley,0.0163,0.014,0.0121,0.0006,0.9568,White,0.00003
culley,0.0013,0.0007,0.0186,0.0027,0.9762,White,0.00003
bushell,0.0049,0.0031,0.0504,0.0004,0.9409,White,0.00003
cattan,0.0176,0.0075,0.0036,0.0001,0.9708,White,0.00003
mcchesney,0.0023,0.0042,0.0038,0.0003,0.9892,White,0.00003
lowther,0.0045,0.0033,0.0291,0.0009,0.9619,White,0.00003
vanwell,0.0222,0.003,0.0052,0.0003,0.9685,White,0.00003
tuttle,0.0014,0.0036,0.003,0.0044,0.9871,White,0.00003
stinchcombe,0.0171,0.0144,0.0145,0.0006,0.953,White,0.00003
leson,0.0036,0.103,0.0305,0.0004,0.8622,White,0.00003
mcminn,0.0039,0.0027,0.0049,0.0008,0.9874,White,0.00003
messam,0.0217,0.0642,0.6885,0.0032,0.1809,Black,0.00003
pointon,0.007,0.0087,0.0025,0.0017,0.9797,White,0.00003
nourse,0.0029,0.0033,0.019,0.0004,0.9741,White,0.00003
murbbery,0.0115,0.0158,0.0849,0,0.8878,White,0.00003
murrill,0.0096,0.0074,0.0987,0.0015,0.8807,White,0.00003
cantliffe,0.0255,0.0151,0.013,0.0007,0.9454,White,0.00003
bullers,0.0013,0.0004,0.0026,0.0006,0.995,White,0.00003
clout,0.0002,0.0004,0.0007,0,0.9987,White,0.00003
danielson,0.0035,0.0047,0.0021,0.0014,0.9873,White,0.00003
bauckham,0.0175,0.0153,0.0169,0.0006,0.9493,White,0.00003
alsop,0.0084,0.0038,0.0882,0.0006,0.8987,White,0.00003
gobbs,0.1708,0.0347,0.0285,0.0014,0.7639,White,0.00003
galavan,0.0083,0.0055,0.0054,0.0002,0.9805,White,0.00003
elms,0.0124,0.013,0.0165,0.0023,0.9551,White,0.00003
foden,0.0107,0.0009,0.0018,0.0018,0.9846,White,0.00003
hancox,0.0037,0.0068,0.0658,0.0008,0.9224,White,0.00003
hockey,0.0006,0.0174,0.0045,0.0002,0.977,White,0.00003
hoyte,0.0188,0.0045,0.6006,0.0036,0.3686,Black,0.00003
kinnear,0.0037,0.0038,0.0329,0.0004,0.9588,White,0.00003
lafferty,0.0025,0.0018,0.0008,0.0017,0.9929,White,0.00003
uddin,0.0002,0.9798,0.0017,0.0006,0.0072,API,0.00003
bonell,0.0769,0.0055,0.0065,0.0002,0.9108,White,0.00003
bryers,0.008,0.0038,0.035,0.0002,0.9529,White,0.00003
cottingham,0.0032,0.0031,0.0751,0.0006,0.9177,White,0.00003
cahn,0.0019,0.033,0.0163,0.0016,0.9468,White,0.00003
mortell,0.0051,0.015,0.0013,0.0008,0.9768,White,0.00003
negros,0.9823,0.0025,0.0001,0,0.0151,Hispanic,0.00003
punton,0.004,0.0008,0.0007,0,0.9944,White,0.00003
mckimm,0.0051,0.0022,0.0039,0.0002,0.988,White,0.00003
levenson,0.0056,0.009,0.0045,0.0003,0.9804,White,0.00003
surgenor,0.0126,0.006,0.0025,0.0003,0.9785,White,0.00003
sutt,0.0025,0.0147,0.0114,0.001,0.9702,White,0.00003
souster,0.0166,0.0146,0.015,0.0006,0.9528,White,0.00003
wakes,0.0163,0.014,0.0301,0.0006,0.9386,White,0.00003
stobbart,0.0004,0.0003,0.0003,0,0.9989,White,0.00003
smoth,0.0156,0.0324,0.2234,0.0004,0.728,White,0.00003
sampford,0.0169,0.0143,0.0141,0.0006,0.9538,White,0.00003
loades,0.0009,0.0025,0.0006,0,0.9959,White,0.00003
lutring,0.0103,0.0497,0.0603,0,0.8797,White,0.00003
portman,0.0053,0.031,0.0109,0.0009,0.9513,White,0.00003
peplow,0.0022,0.0073,0.0003,0.0015,0.9884,White,0.00003
passey,0.0036,0.023,0.0012,0.0008,0.9704,White,0.00003
coller,0.0023,0.0096,0.018,0.0006,0.9689,White,0.00003
dore,0.0095,0.0106,0.0194,0.0018,0.9577,White,0.00003
bowdler,0.0029,0.0229,0.0036,0.0014,0.9688,White,0.00003
haggarty,0.0126,0.0007,0.0051,0.0006,0.981,White,0.00003
genner,0.2121,0.0655,0.0289,0.0012,0.6919,White,0.00003
gillings,0.007,0.0077,0.1312,0.0015,0.8512,White,0.00003
dylan,0.0059,0.0086,0.0037,0.0002,0.9813,White,0.00003
lamby,0.012,0.0557,0.0084,0.0008,0.9226,White,0.00003
hufton,0.0159,0.015,0.0047,0.0003,0.9634,White,0.00003
ingermann,0.0325,0.016,0.0138,0.0007,0.9367,White,0.00003
hastick,0.0202,0.0173,0.0376,0.0007,0.9239,White,0.00003
hazlewood,0.0034,0.0031,0.0356,0.0006,0.9571,White,0.00003
lanaway,0.0163,0.014,0.0178,0.0006,0.951,White,0.00003
ennos,0.0175,0.0202,0.0179,0.0004,0.9439,White,0.00003
gartshore,0.0169,0.0143,0.0131,0.0006,0.9548,White,0.00003
bridgman,0.0031,0.0039,0.0128,0.0004,0.9794,White,0.00003
birchenough,0.0018,0.0011,0.0206,0.0001,0.9765,White,0.00003
dolding,0.017,0.0145,0.0132,0.0006,0.9543,White,0.00003
crooks,0.0059,0.005,0.0985,0.001,0.889,White,0.00003
moyes,0.0052,0.0034,0.0146,0.0004,0.9761,White,0.00003
pincombe,0.008,0.0216,0.0061,0.0003,0.963,White,0.00003
mccabe,0.0048,0.0021,0.0031,0.014,0.9757,White,0.00003
seemann,0.0005,0.0012,0.0005,0.0002,0.9975,White,0.00003
russle,0.0421,0.0431,0.0304,0.0015,0.8825,White,0.00003
shanker,0.0001,0.9227,0.0001,0.0003,0.0741,API,0.00003
shorley,0.0163,0.014,0.0121,0.0006,0.9568,White,0.00003
spilling,0.0168,0.014,0.0121,0.0006,0.9561,White,0.00003
tappin,0.0262,0.0032,0.2592,0.0005,0.7089,White,0.00003
wakeman,0.0028,0.0039,0.0009,0.001,0.9912,White,0.00003
churne,0.0143,0.0614,0.119,0,0.8054,White,0.00003
chabert,0.0013,0.0007,0.0009,0.0005,0.9965,White,0.00003
dakin,0.0009,0.0017,0.0016,0.0003,0.9953,White,0.00003
biswell,0.0019,0.0008,0.0009,0.0004,0.9956,White,0.00003
alliott,0.0082,0.0102,0.0086,0.0002,0.9727,White,0.00003
gillingham,0.0012,0.0018,0.0003,0.0002,0.9964,White,0.00003
haime,0.2665,0.0083,0.1182,0.0008,0.6047,White,0.00003
edney,0.0089,0.0022,0.1015,0.0006,0.8855,White,0.00003
kreyling,0.0083,0.0144,0.001,0.0002,0.9755,White,0.00003
isman,0.005,0.3967,0.0687,0,0.5294,White,0.00003
trollope,0.0179,0.0117,0.0015,0.0022,0.9661,White,0.00003
soloman,0.0092,0.0489,0.2138,0.0038,0.7216,White,0.00003
prowle,0.0175,0.015,0.0175,0.0006,0.949,White,0.00003
ibbs,0.0112,0.0042,0.0085,0.0005,0.9755,White,0.00003
hussan,0.0021,0.8813,0.0103,0.0001,0.075,API,0.00003
edon,0.0053,0.0091,0.191,0,0.7946,White,0.00003
drakeley,0.004,0.0033,0.0021,0.0004,0.9899,White,0.00003
fielden,0.0019,0.0017,0.0004,0.0016,0.9941,White,0.00003
fawbert,0.0168,0.0143,0.013,0.0006,0.955,White,0.00003
grosset,0.0001,0,0,0,0.9999,White,0.00003
greyling,0.0009,0.0002,0.4463,0,0.5526,White,0.00003
braisby,0.0185,0.0176,0.0282,0.0007,0.9347,White,0.00003
riding,0.0031,0.0126,0.0231,0,0.961,White,0.00003
mcilwain,0.0039,0.0033,0.1379,0.0007,0.8539,White,0.00003
scrivener,0.0014,0.0024,0.0147,0.0005,0.9806,White,0.00003
shilling,0.0041,0.0102,0.0069,0.0012,0.9772,White,0.00003
sidney,0.0076,0.0045,0.3721,0.0036,0.6111,White,0.00003
starke,0.003,0.0042,0.0388,0.0009,0.9524,White,0.00003
strudwick,0.0404,0.0029,0.1444,0.0003,0.8072,White,0.00003
tebbutt,0.0027,0.0073,0.0235,0.0001,0.966,White,0.00003
yarlett,0.0172,0.0148,0.0145,0.0006,0.9525,White,0.00003
wiglet,0.0054,0.001,0.0033,0,0.9904,White,0.00003
wolfson,0.006,0.0088,0.0017,0.0003,0.983,White,0.00003
tillman,0.0013,0.0007,0.2506,0.0037,0.7429,White,0.00003
serth,0.0241,0.0186,0.0268,0.0007,0.9295,White,0.00003
mccrank,0.0163,0.014,0.0121,0.0006,0.9568,White,0.00003
lydford,0.0163,0.014,0.0121,0.0006,0.9568,White,0.00003
littlefield,0.0034,0.0031,0.0099,0.0013,0.9819,White,0.00003
pettett,0.0096,0.004,0.0017,0.0073,0.9751,White,0.00003
pyatt,0.0032,0.0024,0.0228,0.0003,0.971,White,0.00003
redford,0.0048,0.0059,0.019,0.002,0.9676,White,0.00003
minnis,0.004,0.0019,0.3513,0.0006,0.6417,White,0.00003
okey,0.0003,0.0005,0.1808,0,0.8183,White,0.00003
clemmans,0.0163,0.014,0.0121,0.0006,0.9568,White,0.00003
byron,0.0072,0.0025,0.0609,0.0012,0.9277,White,0.00003
bradding,0.0169,0.0144,0.0146,0.0006,0.9531,White,0.00003
borill,0.0217,0.0146,0.0126,0.0006,0.9501,White,0.00003
goatley,0.0058,0.0145,0.0323,0.0013,0.9459,White,0.00003
hase,0.0021,0.1772,0.0047,0.0009,0.8142,White,0.00003
haseldine,0.0172,0.0147,0.0141,0.0006,0.953,White,0.00003
knightley,0.007,0.0034,0.0005,0,0.9891,White,0.00003
keeler,0.001,0.0024,0.0114,0.002,0.9827,White,0.00003
feneley,0.0163,0.014,0.0121,0.0006,0.9568,White,0.00003
fitzgibbon,0.0014,0.0016,0.0029,0.0002,0.9938,White,0.00003
elkin,0.1179,0.0046,0.0019,0.0017,0.8731,White,0.00003
elkington,0.002,0.0711,0.0017,0.0001,0.925,White,0.00003
cranmer,0.0013,0.0023,0.0004,0.0002,0.9955,White,0.00003
marwood,0.0008,0.0002,0.0005,0,0.9985,White,0.00003
michagan,0.0054,0.0023,0.1053,0,0.8871,White,0.00003
rowbottom,0.0017,0.0014,0.0009,0.0005,0.9936,White,0.00003
shillam,0.0064,0.0053,0.0071,0.0002,0.9808,White,0.00003
whaley,0.0015,0.0023,0.0498,0.0035,0.9421,White,0.00003
shackles,0.0057,0.014,0.0559,0.0027,0.9212,White,0.00003
sidnell,0.0172,0.0143,0.0147,0.0006,0.9528,White,0.00003
tidman,0.0005,0.003,0.0007,0.0001,0.9956,White,0.00003
sunder,0.0004,0.9202,0.0003,0.0001,0.0764,API,0.00003
mcmillin,0.0043,0.0042,0.0078,0.0005,0.9829,White,0.00003
lawcock,0.0206,0.0163,0.0157,0.0007,0.9464,White,0.00003
mulley,0.0017,0.0094,0.0209,0.0032,0.9641,White,0.00003
cawston,0.0064,0.0062,0.0126,0.0002,0.9745,White,0.00003
cordery,0.0055,0.0053,0.008,0.0008,0.9798,White,0.00003
benchoff,0.0051,0.0091,0.0017,0.0001,0.9838,White,0.00003
boyham,0.0043,0.0174,0.0495,0,0.9288,White,0.00003
bratton,0.0019,0.003,0.0594,0.0013,0.9339,White,0.00003
fullard,0.002,0.0012,0.8396,0.0001,0.1567,Black,0.00003
horwill,0.0163,0.014,0.0121,0.0006,0.9568,White,0.00003
merrifield,0.0072,0.0029,0.0127,0.0012,0.9756,White,0.00003
mcghie,0.0044,0.0072,0.1095,0,0.878,White,0.00003
rumball,0.0173,0.0147,0.0163,0.0006,0.9508,White,0.00003
lall,0.0022,0.8959,0.0188,0.0081,0.033,API,0.00003
hutt,0.0014,0.0026,0.02,0.0003,0.9754,White,0.00003
bryer,0.0017,0.0003,0.0137,0.0003,0.9839,White,0.00003
auton,0.002,0.0033,0.0022,0.0008,0.9915,White,0.00003
crookall,0.017,0.0143,0.0136,0.0006,0.9542,White,0.00003
cryan,0.0219,0.0127,0.0011,0.0002,0.9636,White,0.00003
coghlin,0.0075,0.0169,0.0026,0.0031,0.9675,White,0.00003
coldham,0.0011,0.001,0.0008,0,0.997,White,0.00003
sleath,0.0167,0.0147,0.0148,0.0006,0.9528,White,0.00003
winton,0.0016,0.0047,0.0528,0.0021,0.9377,White,0.00003
pittock,0.0067,0.0032,0.0051,0.003,0.9813,White,0.00003
olding,0.0066,0.0101,0.0029,0.0001,0.9798,White,0.00003
cleasby,0.0039,0.002,0.0013,0.0002,0.9922,White,0.00003
adderley,0.0024,0.0016,0.9001,0.0002,0.0954,Black,0.00003
beardmore,0.0039,0.0012,0.0014,0,0.9933,White,0.00003
barkby,0.0163,0.014,0.0196,0.0006,0.9492,White,0.00003
bocock,0.0166,0.0022,0.0025,0.0011,0.9769,White,0.00003
hickling,0.0014,0.0015,0.0156,0.0003,0.981,White,0.00003
harnett,0.0055,0.0038,0.0292,0.0004,0.9607,White,0.00003
gilbertson,0.0097,0.0059,0.0021,0.0004,0.9814,White,0.00003
egleton,0.0011,0.0033,0.0008,0,0.9947,White,0.00003
gurney,0.0014,0.0008,0.0025,0.0003,0.9946,White,0.00003
huckstep,0.0012,0.0007,0.0139,0.0019,0.9822,White,0.00003
brightwhite,0.0426,0.0453,0.047,0.001,0.8637,White,0.00003
babington,0.0015,0.0127,0.0187,0.0027,0.9638,White,0.00003
basnett,0.006,0.0206,0.0031,0.0018,0.9674,White,0.00003
bundock,0.0022,0.0013,0.0025,0.0001,0.9937,White,0.00003
oboyle,0.0016,0.0022,0.0008,0.0001,0.9951,White,0.00003
nanson,0.0228,0.0741,0.0133,0.0037,0.886,White,0.00003
punter,0.0077,0.0166,0.4762,0.0018,0.4961,White,0.00003
poxon,0.0034,0.0041,0.0025,0.0024,0.987,White,0.00003
mccracken,0.0005,0.0017,0.006,0.0004,0.991,White,0.00003
rohen,0.0194,0.0176,0.0031,0.0003,0.958,White,0.00003
shenton,0.001,0.0063,0.0021,0.0013,0.9889,White,0.00003
stobart,0.0022,0.0038,0.0021,0.0005,0.9912,White,0.00003
thacker,0.0011,0.0015,0.0194,0.004,0.9736,White,0.00003
suthons,0.0283,0.0571,0.019,0.001,0.8942,White,0.00003
