Name,Hispanic,API,Black,AIAN,White,race,freq
waghorn,0.0013,0.0003,0.0001,0,0.9983,White,0.00011
mulholland,0.0032,0.0054,0.0026,0.0005,0.988,White,0.00011
hetherington,0.0031,0.0028,0.0175,0.0003,0.976,White,0.00011
pinsmail,0.0027,0.0296,0.0865,0,0.8812,White,0.00011
travis,0.0012,0.0007,0.0621,0.001,0.9347,White,0.00011
sexton,0.0012,0.0009,0.0123,0.0024,0.9828,White,0.00011
galvin,0.0191,0.0071,0.0144,0.0017,0.957,White,0.00011
ashford,0.0017,0.0025,0.4181,0.0016,0.5743,White,0.00011
wiseman,0.0003,0.0002,0.2213,0,0.7781,White,0.00011
seddon,0.0024,0.0026,0.0003,0.0001,0.9944,White,0.00011
hawley,0.002,0.001,0.0131,0.0021,0.9814,White,0.00011
mohan,0.0003,0.942,0.001,0.0003,0.0518,API,0.00011
mercer,0.0014,0.0007,0.0421,0.0013,0.9542,White,0.00011
milsom,0.0013,0.0065,0.0025,0.0007,0.9888,White,0.00011
staff,0.005,0.0058,0.0207,0,0.9685,White,0.00011
stockley,0.0068,0.0007,0.3528,0.0001,0.6395,White,0.00011
hopes,0.014,0.0069,0.4554,0.0006,0.5221,White,0.00011
asher,0.0035,0.0227,0.0075,0.002,0.9632,White,0.00011
dewar,0.0026,0.0107,0.0448,0.0022,0.939,White,0.00011
cadman,0.0069,0.0035,0.0011,0.0348,0.9535,White,0.00011
mcguinness,0.0049,0.0038,0.0008,0.0002,0.9902,White,0.00011
tilley,0.0025,0.0024,0.0165,0.0026,0.9756,White,0.00011
lawther,0.0056,0.0136,0.0013,0.0006,0.9775,White,0.00011
shearer,0.0022,0.0085,0.0079,0.0015,0.9793,White,0.00011
wiltshire,0.0033,0.0016,0.0566,0.0005,0.9374,White,0.00011
till,0.0015,0.0038,0.0066,0.0008,0.9872,White,0.00011
sellars,0.0017,0.0021,0.0199,0.0008,0.9752,White,0.00011
moreton,0.009,0.0046,0.0021,0.0003,0.9839,White,0.00011
deakin,0.0011,0.0037,0.0011,0,0.9937,White,0.00011
fairlie,0.0021,0.0013,0.0006,0.0001,0.9956,White,0.00011
harker,0.0017,0.0008,0.0046,0.0018,0.9907,White,0.00011
worth,0.0008,0.0006,0.0233,0.0006,0.9744,White,0.00011
shea,0.0014,0.0021,0.0009,0.0004,0.9951,White,0.00011
heron,0.0916,0.0114,0.0799,0.0018,0.8131,White,0.00011
finn,0.0019,0.0015,0.0061,0.0017,0.9887,White,0.00011
last,0.0019,0.0046,0.0026,0.0024,0.9884,White,0.00011
vince,0.0118,0.008,0.0092,0.0008,0.9698,White,0.00011
burdett,0.0017,0.002,0.0168,0.0014,0.9777,White,0.00011
chapple,0.0023,0.0011,0.1555,0.0019,0.8385,White,0.00011
parmar,0,0.9981,0,0,0.0019,API,0.00011
mcgrory,0.0021,0.001,0.0002,0.0002,0.9964,White,0.00011
quigley,0.0031,0.0019,0.0041,0.0021,0.9884,White,0.00011
alford,0.0023,0.0011,0.1529,0.0033,0.8399,White,0.00011
halford,0.0017,0.0016,0.0175,0.0013,0.9774,White,0.00011
houlton,0.0035,0.0037,0.0059,0.0004,0.9863,White,0.00011
donohoe,0.0065,0.0019,0.0038,0.0003,0.9873,White,0.00011
ede,0.0019,0.0066,0.0307,0.0016,0.9585,White,0.00011
avery,0.0022,0.0011,0.0882,0.0019,0.9061,White,0.00011
thurston,0.001,0.0014,0.0498,0.001,0.9461,White,0.00011
gauntlett,0.0025,0.0019,0.186,0.0014,0.805,White,0.00011
atkin,0.0028,0.0018,0.0134,0.0064,0.9751,White,0.00011
mcknight,0.0023,0.005,0.159,0.0021,0.8308,White,0.00011
pickering,0.0055,0.0037,0.0211,0.0009,0.9685,White,0.00011
raven,0.0068,0.0021,0.1074,0.0042,0.8787,White,0.00011
buckingham,0.003,0.0081,0.0257,0.0046,0.9579,White,0.00011
laver,0.0056,0.0029,0.0025,0.0014,0.9872,White,0.00011
layton,0.0021,0.0008,0.0152,0.0013,0.9803,White,0.00011
wren,0.0029,0.0016,0.0568,0.002,0.936,White,0.00011
harrop,0.0018,0.0021,0.0027,0.0003,0.993,White,0.00011
watters,0.0021,0.0017,0.0611,0.0083,0.9261,White,0.00011
selby,0.0023,0.0029,0.0482,0.0018,0.9441,White,0.00011
gilchrist,0.02,0.0081,0.1287,0.0008,0.841,White,0.00011
stafford,0.001,0.0011,0.0652,0.0021,0.9301,White,0.00011
falconer,0.0035,0.0025,0.0786,0.0005,0.9144,White,0.00011
younis,0.0007,0.4987,0.0177,0.0017,0.4437,API,0.00011
rawlinson,0.0228,0.0038,0.1035,0.001,0.8683,White,0.00011
cosgrove,0.0027,0.003,0.0015,0.0001,0.9924,White,0.00011
dudley,0.0023,0.0014,0.1046,0.0016,0.8894,White,0.00011
